Component 1,Component 2,Time,Occurrences,Occurrences_mod,Alpha,Linewidth
-0.023081087849779826,-0.002638776024458678,7200.0,2,4.0,1.0,1.0
-0.02664803321331421,0.017315757196125037,7220.0,2,4.0,1.0,1.0
-0.023424539920381765,-0.001686029481888676,7230.0,2,4.0,1.0,1.0
-0.023140528897669974,-0.002693880624701691,7240.0,2,4.0,1.0,1.0
-0.026600144797922904,0.017082156787166812,7250.0,2,4.0,1.0,1.0
-0.023311438055230223,-0.0015537235263174982,7250.0,2,4.0,1.0,1.0
-0.02310859673385664,-0.0028154141182751315,7250.0,2,4.0,1.0,1.0
-0.023128009277634927,-0.0026752991257284154,7280.0,2,4.0,1.0,1.0
-0.023051326897638613,-0.0026600984057320717,7280.0,2,4.0,1.0,1.0
-0.02667337047880199,0.017103411991725635,7370.0,2,4.0,1.0,1.0
-0.026689968304665378,0.017089396483893037,7390.0,2,4.0,1.0,1.0
-0.02335010493555301,-0.0016461889560202166,7390.0,2,4.0,1.0,1.0
-0.02305173382540515,-0.0029986394371171905,7410.0,2,4.0,1.0,1.0
-0.023162905613286048,-0.0023947809941950253,7480.0,2,4.0,1.0,1.0
-0.023169519501764053,-0.002421629456288961,7480.0,2,4.0,1.0,1.0
-0.023059590101586595,-0.0029003744829299845,7480.0,2,4.0,1.0,1.0
-0.023435415687027828,-0.0017314985871412453,7480.0,2,4.0,1.0,1.0
-0.023130010188852898,-0.002664124576516291,7500.0,2,4.0,1.0,1.0
-0.02305981932986214,-0.0027858642109521775,7560.0,2,4.0,1.0,1.0
-0.023004299890308,-0.0028606445129192586,7590.0,2,4.0,1.0,1.0
-0.023189576675135454,-0.0024639306846866967,7590.0,2,4.0,1.0,1.0
-0.023113399323685658,-0.002588354821790183,7610.0,2,4.0,1.0,1.0
-0.0266224478170972,0.017097526964322773,7630.0,2,4.0,1.0,1.0
-0.02666641932402275,0.017054468095478566,7640.0,2,4.0,1.0,1.0
-0.02338613525019299,-0.001800335499039817,7650.0,2,4.0,1.0,1.0
-0.023098593399074288,-0.00260590948977772,7650.0,2,4.0,1.0,1.0
-0.02306503914376903,-0.0027784565821515985,7650.0,2,4.0,1.0,1.0
-0.023071410231740204,-0.0026725195857507794,7660.0,2,4.0,1.0,1.0
-0.023078310345080195,-0.0027083026059196735,7700.0,2,4.0,1.0,1.0
